event_id,random_seed,sim_natural_frequency,sim_amplitude,sim_damping_ratio,sim_impact_strength,sim_noise_level,sim_optical_noise,sim_sampling_rate,sim_duration,vibration_mean,vibration_std,vibration_rms,vibration_variance,vibration_peak,vibration_peak_to_peak,vibration_crest_factor,vibration_kurtosis,vibration_skewness,vibration_zero_crossing_rate,vibration_energy,dominant_frequency,dominant_frequency_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_peak_count,optical_displacement_max,optical_displacement_rms,optical_displacement_mean,optical_displacement_std,optical_velocity_max,optical_velocity_rms,optical_acceleration_max,optical_acceleration_rms,optical_dominant_frequency,optical_frequency_amplitude,optical_rotation_max,optical_rotation_rms,vibration_optical_correlation,cross_correlation_max,cross_correlation_lag_seconds,scenario
normal_00061,1981113449,5.120498,0.489928,0.074115,0.704319,0.054105,0.015650,100.000000,10.000000,0.000000,0.168538,0.168538,0.028405,4.741120,5.076892,28.130933,636.130750,23.234721,0.312312,28.404928,5.400000,0.038859,0.113745,21.725200,13.573954,36.000000,0.329557,0.109735,0.096373,0.052478,8.935149,1.411239,366.455400,52.676982,5.100000,0.035672,0.037500,0.011815,-0.079495,0.128373,-0.070000,NORMAL
normal_00062,1599364550,4.874546,0.812282,0.069974,1.145564,0.030502,0.014025,100.000000,10.000000,-0.000000,0.265708,0.265708,0.070601,7.392798,8.226583,27.823034,607.088515,22.269155,0.251251,70.600649,5.100000,0.042478,0.063622,21.422460,13.524865,16.000000,0.872137,0.142706,0.110839,0.089886,22.337610,3.003714,828.306454,97.293986,4.800000,0.047837,0.075000,0.013107,-0.238229,0.277161,-0.080000,NORMAL
normal_00063,787359109,4.988847,0.531106,0.067244,1.502890,0.061105,0.013010,100.000000,10.000000,0.000000,0.351662,0.351662,0.123666,10.085551,10.841623,28.679667,687.372301,24.615263,0.194194,123.666204,5.000000,0.061165,0.172198,21.567795,13.538806,12.000000,0.735238,0.135454,0.105654,0.084764,20.069030,2.830040,761.191286,92.341088,5.000000,0.056443,0.062500,0.012686,-0.212366,-0.212366,0.000000,NORMAL
normal_00064,2077711328,5.326810,0.622184,0.056004,1.061353,0.046001,0.010631,100.000000,10.000000,-0.000000,0.265423,0.265423,0.070450,7.414682,8.106058,27.935297,616.789761,22.596896,0.263263,70.449585,5.600000,0.069148,0.222099,21.685722,13.482732,10.000000,0.704266,0.118541,0.088313,0.079074,17.428838,2.571355,661.655938,90.005119,5.600000,0.051609,0.055000,0.010929,-0.146851,0.271130,0.090000,NORMAL
normal_00065,882294416,5.241182,0.855744,0.068795,0.578208,0.046372,0.021006,100.000000,10.000000,0.000000,0.156337,0.156337,0.024441,3.984691,4.615913,25.487749,426.194975,16.908657,0.246246,24.441410,5.900000,0.053009,0.094962,21.425019,13.479480,33.000000,0.635069,0.128362,0.107259,0.070515,15.248638,2.317569,567.762718,84.143371,5.000000,0.041246,0.062500,0.014493,-0.248775,0.270673,-0.080000,NORMAL
normal_00066,699704628,4.791738,0.820304,0.069319,0.895909,0.031613,0.011951,100.000000,10.000000,-0.000000,0.205573,0.205573,0.042260,5.676589,6.311091,27.613483,589.078998,21.781910,0.311311,42.260290,4.800000,0.051573,0.102132,21.619320,13.482948,22.000000,0.690265,0.127245,0.103346,0.074235,16.977040,2.346836,644.565502,76.097816,4.800000,0.056240,0.052500,0.011856,-0.204223,0.233874,-0.080000,NORMAL
normal_00067,1944623248,4.656087,0.616484,0.045484,1.588209,0.051341,0.012624,100.000000,10.000000,-0.000000,0.357630,0.357630,0.127899,9.934847,10.750358,27.779674,604.360601,22.316326,0.247247,127.899283,4.700000,0.124119,0.528191,21.489094,13.613255,2.000000,1.039159,0.171115,0.118403,0.123536,24.702331,4.176353,888.051519,126.136660,4.600000,0.161389,0.082500,0.014622,-0.276128,0.334977,-0.090000,NORMAL
normal_00068,795556160,5.257100,0.473484,0.059713,1.656873,0.030097,0.021497,100.000000,10.000000,0.000000,0.399320,0.399320,0.159457,11.560537,12.394428,28.950554,713.273057,25.286028,0.300300,159.456515,5.300000,0.041938,0.129881,21.728440,13.525500,26.000000,0.708716,0.109051,0.077855,0.076359,20.503388,2.734843,714.143378,96.475983,5.300000,0.036198,0.065000,0.013448,-0.097918,0.252766,-0.060000,NORMAL
normal_00069,163945743,5.238355,0.383209,0.068179,0.772050,0.048465,0.010870,100.000000,10.000000,-0.000000,0.187454,0.187454,0.035139,5.408732,5.712496,28.853702,704.699609,25.119835,0.272272,35.138872,5.500000,0.027901,0.046837,21.666722,13.550653,68.000000,0.284865,0.115191,0.103166,0.051242,7.791584,1.187304,298.280681,42.784960,5.100000,0.024826,0.030000,0.010445,-0.047456,0.098453,-0.050000,NORMAL
normal_00070,1008363426,5.203725,0.921093,0.055595,0.807360,0.047746,0.017199,100.000000,10.000000,0.000000,0.217775,0.217775,0.047426,5.575786,6.367178,25.603438,434.404430,17.220125,0.162162,47.425901,5.400000,0.087527,0.135439,21.099627,13.536650,9.000000,0.785478,0.136466,0.106292,0.085586,20.276537,3.223446,832.021863,109.999837,5.100000,0.073328,0.070000,0.014462,-0.381377,-0.381377,0.000000,NORMAL
normal_00071,1708709735,5.311431,0.931784,0.073423,1.301751,0.054692,0.010394,100.000000,10.000000,0.000000,0.335833,0.335833,0.112784,9.027463,10.305352,26.880778,527.845277,19.905865,0.184184,112.784071,5.300000,0.080463,0.304377,21.379421,13.404223,14.000000,1.133411,0.147310,0.096495,0.111305,31.284805,4.152117,1265.342048,143.713957,5.300000,0.080386,0.097500,0.012850,-0.338632,-0.382713,0.010000,NORMAL
normal_00072,406886644,4.913777,0.513752,0.045959,0.587034,0.057808,0.013611,100.000000,10.000000,0.000000,0.142872,0.142872,0.020412,3.865823,4.161507,27.058037,544.960855,20.737319,0.222222,20.412275,5.000000,0.042524,0.034505,20.714719,13.681840,24.000000,0.313507,0.115542,0.100880,0.056332,6.476920,1.718701,256.512027,57.836007,4.800000,0.053424,0.035000,0.011427,-0.225666,-0.229629,0.010000,NORMAL
normal_00073,994157306,5.059593,0.545700,0.046405,0.692358,0.037105,0.016082,100.000000,10.000000,0.000000,0.164486,0.164486,0.027055,4.614019,4.958862,28.051212,628.371850,22.990941,0.239239,27.055498,4.900000,0.036618,0.023755,21.157980,13.618365,20.000000,0.408077,0.094821,0.081503,0.048459,10.116881,1.704281,419.395133,60.475216,4.900000,0.043699,0.037500,0.010764,-0.193014,-0.242967,0.010000,NORMAL
normal_00074,279004307,5.324675,0.735821,0.056953,0.538345,0.030442,0.013664,100.000000,10.000000,-0.000000,0.135959,0.135959,0.018485,3.661811,4.107387,26.933248,532.101315,20.129518,0.309309,18.484782,5.100000,0.027656,0.012716,21.232346,13.732548,65.000000,0.460509,0.103806,0.090981,0.049983,10.514868,1.575541,403.055026,56.939339,5.100000,0.028910,0.037500,0.010526,-0.113603,0.194300,0.090000,NORMAL
normal_00075,1474200731,5.282297,0.614228,0.050433,1.070714,0.064577,0.015399,100.000000,10.000000,0.000000,0.268891,0.268891,0.072303,7.439847,8.160491,27.668593,594.081616,21.991600,0.238238,72.302584,5.300000,0.048551,0.045350,21.244564,13.593580,45.000000,0.661917,0.132256,0.103677,0.082114,18.927151,2.853926,671.976370,97.901158,5.300000,0.045821,0.065000,0.013121,-0.187588,0.235461,-0.070000,NORMAL
normal_00076,1021568549,5.222528,0.859087,0.059282,1.745548,0.044391,0.021017,100.000000,10.000000,-0.000000,0.447959,0.447959,0.200667,12.104580,13.678540,27.021626,540.062720,20.351925,0.234234,200.667242,5.300000,0.142584,0.789656,21.407076,13.467065,2.000000,1.418157,0.191444,0.111098,0.155911,39.789280,5.457541,1471.033546,185.119967,5.200000,0.135898,0.130000,0.018947,-0.359406,0.383418,-0.080000,NORMAL
normal_00077,709091226,5.311418,0.854082,0.058440,1.722856,0.025307,0.010396,100.000000,10.000000,-0.000000,0.437985,0.437985,0.191830,11.977964,13.492319,27.347915,566.129718,21.054666,0.220220,191.830467,5.400000,0.136858,0.795211,21.594903,13.439406,1.000000,1.433351,0.193702,0.127935,0.145441,38.264818,5.023156,1449.855895,170.772383,5.200000,0.128731,0.105000,0.016477,-0.275646,0.327582,-0.070000,NORMAL
normal_00078,487284116,4.657874,0.830922,0.046880,1.296736,0.058312,0.016221,100.000000,10.000000,-0.000000,0.307667,0.307667,0.094659,7.932585,8.806077,25.783019,447.263155,17.711969,0.174174,94.659006,4.600000,0.129364,0.206631,20.904830,13.636518,2.000000,1.106053,0.192853,0.124372,0.147390,27.519876,5.054487,946.258105,150.544693,4.600000,0.160577,0.085000,0.017201,-0.423346,0.435593,0.110000,NORMAL
normal_00079,1212254290,4.745730,0.696751,0.058310,1.136140,0.027999,0.015883,100.000000,10.000000,0.000000,0.249315,0.249315,0.062158,6.984616,7.598699,28.015222,624.004149,22.789081,0.359359,62.157987,5.000000,0.030824,0.033416,21.341842,13.615072,73.000000,0.842459,0.146665,0.114120,0.092127,18.668244,2.759563,692.733965,87.441435,4.700000,0.036697,0.062500,0.014359,-0.112958,0.226511,0.100000,NORMAL
normal_00080,1438414599,4.940258,0.862758,0.060391,1.399903,0.061146,0.016048,100.000000,10.000000,0.000000,0.331034,0.331034,0.109584,9.054511,10.046849,27.352174,566.867844,21.156533,0.187187,109.583788,5.000000,0.108006,0.518088,21.552319,13.495487,6.000000,1.048845,0.175189,0.127914,0.119705,28.058436,4.064510,999.860097,132.606426,4.900000,0.110922,0.087500,0.016747,-0.301733,-0.328558,0.010000,NORMAL
normal_00081,2019291964,5.204623,0.563130,0.059177,1.582663,0.030526,0.011896,100.000000,10.000000,-0.000000,0.384856,0.384856,0.148114,10.969230,11.896412,28.502187,670.333581,24.139248,0.308308,148.113928,5.500000,0.096793,0.661293,21.671896,13.498733,1.000000,0.918614,0.130643,0.089436,0.095230,24.350547,3.184293,905.011355,107.757342,5.200000,0.075999,0.072500,0.012157,-0.157553,0.289922,-0.070000,NORMAL
normal_00082,938776596,5.202374,0.417510,0.067269,0.655930,0.060750,0.019140,100.000000,10.000000,0.000000,0.158697,0.158697,0.025185,4.538798,4.851552,28.600335,679.009205,24.367277,0.234234,25.184851,6.100000,0.026618,0.075459,21.721168,13.506654,38.000000,0.299914,0.095845,0.087221,0.039734,6.903105,1.263342,265.512447,51.723676,5.300000,0.023945,0.037500,0.011473,-0.055900,0.118969,-0.070000,NORMAL
normal_00083,345075200,5.186567,0.623435,0.073864,1.043836,0.061064,0.014880,100.000000,10.000000,0.000000,0.253203,0.253203,0.064112,7.103235,7.821814,28.053476,628.381879,22.935093,0.217217,64.111958,5.500000,0.056176,0.186372,21.753035,13.485398,19.000000,0.681932,0.137837,0.112694,0.079367,17.399061,2.332741,666.115947,80.992301,5.100000,0.050315,0.067500,0.013482,-0.126252,0.211205,-0.070000,NORMAL
normal_00084,1788162809,4.953246,0.721483,0.055342,1.551518,0.057387,0.017359,100.000000,10.000000,-0.000000,0.365852,0.365852,0.133848,9.980443,11.049652,27.279980,560.343242,20.950352,0.211211,133.847886,4.900000,0.090338,0.165798,21.104928,13.590665,7.000000,1.048024,0.189716,0.131677,0.136577,30.228136,4.713378,1086.128806,150.452924,4.900000,0.102742,0.095000,0.017514,-0.282953,-0.321062,0.010000,NORMAL
normal_00085,1352408538,4.813420,0.418500,0.054916,1.084647,0.063776,0.018562,100.000000,10.000000,0.000000,0.244447,0.244447,0.059755,7.038072,7.451016,28.791761,699.370570,25.009145,0.290290,59.754548,5.000000,0.037654,0.061881,21.503699,13.598893,42.000000,0.440660,0.116728,0.103082,0.054769,10.976354,1.807035,416.952866,64.190751,5.000000,0.029248,0.047500,0.012586,-0.118887,0.183801,-0.070000,NORMAL
normal_00086,1503807854,4.851815,0.600290,0.045040,1.700222,0.054695,0.012370,100.000000,10.000000,0.000000,0.392186,0.392186,0.153810,10.962746,11.807457,27.952955,619.970790,22.775919,0.150150,153.809536,5.000000,0.133330,0.635100,21.445043,13.544813,2.000000,0.881654,0.164379,0.113427,0.118973,25.110716,4.272670,855.648783,133.955413,5.000000,0.122999,0.080000,0.014961,-0.276466,-0.305282,0.010000,NORMAL
normal_00087,208792607,4.697176,0.859964,0.050531,1.192101,0.055108,0.011045,100.000000,10.000000,0.000000,0.282368,0.282368,0.079732,7.476095,8.329622,26.476403,498.671487,19.279672,0.168168,79.731807,4.700000,0.099023,0.113115,20.916829,13.605270,9.000000,0.982497,0.157488,0.109519,0.113172,25.420180,4.100714,894.176543,125.906585,4.700000,0.112928,0.075000,0.013579,-0.390847,-0.398332,0.010000,NORMAL
normal_00088,670802254,5.211138,0.381566,0.058817,0.943996,0.061712,0.012909,100.000000,10.000000,0.000000,0.229486,0.229486,0.052664,6.561610,6.963123,28.592686,680.009018,24.483467,0.302302,52.663638,5.500000,0.051601,0.102276,21.590073,13.574973,39.000000,0.304393,0.100605,0.089728,0.045498,9.085041,1.614425,357.936211,57.549933,5.200000,0.037123,0.030000,0.010405,-0.103205,0.150839,-0.060000,NORMAL
normal_00089,1648932249,4.813402,0.368323,0.073294,1.670164,0.055476,0.015928,100.000000,10.000000,-0.000000,0.366233,0.366233,0.134127,10.689470,11.247690,29.187607,738.760372,26.059504,0.314314,134.126742,5.000000,0.055113,0.330282,21.716523,13.576056,11.000000,0.525332,0.132285,0.112533,0.069539,15.518198,2.090595,564.293077,70.393926,4.800000,0.051792,0.050000,0.013147,-0.070222,0.167834,-0.060000,NORMAL
normal_00090,1787264313,4.889189,0.400054,0.050272,1.393312,0.064559,0.017647,100.000000,10.000000,-0.000000,0.315462,0.315462,0.099516,9.137891,9.654202,28.966689,716.343223,25.454459,0.238238,99.516301,4.900000,0.063978,0.239373,21.631472,13.558969,6.000000,0.457631,0.092271,0.072195,0.057461,13.612522,2.122476,514.205883,72.154444,4.800000,0.066555,0.042500,0.011680,-0.148269,-0.216572,-0.170000,NORMAL
normal_00091,934620676,4.685419,0.375924,0.072399,1.755254,0.030996,0.011489,100.000000,10.000000,0.000000,0.376930,0.376930,0.142077,11.033209,11.564072,29.271210,747.514643,26.301994,0.329329,142.076534,4.900000,0.032293,0.113300,21.714912,13.578336,34.000000,0.673428,0.098837,0.072575,0.067093,14.941513,1.972801,554.124892,63.209822,4.500000,0.027440,0.057500,0.010116,-0.051895,0.266608,-0.060000,NORMAL
normal_00092,1728218297,5.190451,0.845400,0.068463,0.723288,0.050832,0.010126,100.000000,10.000000,-0.000000,0.187977,0.187977,0.035335,4.911780,5.512293,26.129661,471.456867,18.389809,0.173173,35.335419,5.000000,0.059825,0.081849,21.058877,13.486829,17.000000,0.597823,0.108250,0.086092,0.065621,15.872141,2.618406,578.156637,87.506164,5.000000,0.064760,0.052500,0.010120,-0.346374,-0.361512,0.010000,NORMAL
normal_00093,1807519524,4.910294,0.651778,0.068578,1.018841,0.048397,0.020583,100.000000,10.000000,-0.000000,0.233173,0.233173,0.054369,6.596094,7.195528,28.288456,649.203294,23.491031,0.253253,54.369479,5.100000,0.057320,0.237997,21.698542,13.503803,6.000000,0.553301,0.131793,0.108078,0.075422,16.113336,2.334098,620.644008,81.832778,4.900000,0.060565,0.057500,0.014650,-0.159747,-0.199254,0.010000,NORMAL
normal_00094,832103482,5.091421,0.363988,0.056084,0.509064,0.056921,0.014797,100.000000,10.000000,0.000000,0.124072,0.124072,0.015394,3.487101,3.693514,28.105526,634.753742,23.258027,0.262262,15.393790,5.200000,0.025104,0.030237,21.379971,13.635154,60.000000,0.277707,0.097603,0.089287,0.039423,6.001286,1.096600,234.493726,42.247489,4.900000,0.021327,0.035000,0.010529,-0.130841,-0.130841,0.000000,NORMAL
normal_00095,1928628490,4.964109,0.850847,0.047287,0.910660,0.033617,0.019136,100.000000,10.000000,-0.000000,0.227390,0.227390,0.051706,5.840447,6.557936,25.684670,440.154061,17.439947,0.266266,51.706384,4.900000,0.062135,0.032235,20.587464,13.835364,18.000000,0.718434,0.164744,0.128292,0.103353,20.602808,3.568442,770.382888,116.922710,4.900000,0.068789,0.070000,0.016460,-0.323969,-0.356635,0.010000,NORMAL
normal_00096,619179887,4.687225,0.945445,0.061040,1.714963,0.061403,0.016827,100.000000,10.000000,0.000000,0.382258,0.382258,0.146121,10.360626,11.629731,27.103775,545.882414,20.484321,0.154154,146.120936,4.800000,0.091111,0.213720,21.321427,13.500601,5.000000,1.536531,0.206134,0.123226,0.165247,38.652723,5.295064,1324.048632,162.391699,4.700000,0.104250,0.135000,0.018518,-0.299576,-0.334125,0.010000,NORMAL
normal_00097,514446424,5.132215,0.419305,0.048613,0.632660,0.040547,0.021506,100.000000,10.000000,-0.000000,0.152142,0.152142,0.023147,4.353401,4.615691,28.614120,680.159399,24.392620,0.381381,23.147098,5.300000,0.016001,0.014056,21.893024,13.773301,113.000000,0.329028,0.104548,0.092180,0.049328,7.571127,1.237895,292.597026,51.753959,5.000000,0.017479,0.045000,0.013390,-0.121004,-0.124010,-0.170000,NORMAL
normal_00098,1465647933,4.749751,0.895973,0.053885,0.772000,0.046673,0.010659,100.000000,10.000000,0.000000,0.191897,0.191897,0.036825,4.903620,5.559900,25.553361,432.255849,17.263074,0.202202,36.824552,4.800000,0.073955,0.079194,20.996588,13.672943,14.000000,0.779075,0.148013,0.119304,0.087603,18.034195,3.024775,654.194787,93.843408,4.600000,0.084270,0.062500,0.012671,-0.336356,-0.346636,0.010000,NORMAL
normal_00099,1367435607,5.139738,0.370803,0.072049,0.796974,0.043666,0.019768,100.000000,10.000000,0.000000,0.186825,0.186825,0.034903,5.444789,5.714430,29.143846,734.163714,25.930385,0.361361,34.903446,5.300000,0.021293,0.047761,21.762259,13.529453,64.000000,0.233702,0.066864,0.060045,0.029417,6.040964,1.042520,273.133579,45.660246,5.300000,0.017210,0.035000,0.011594,-0.071495,-0.131063,-0.160000,NORMAL
normal_00100,300116172,4.957355,0.789142,0.074498,0.756331,0.036264,0.018718,100.000000,10.000000,0.000000,0.178930,0.178930,0.032016,4.983413,5.495927,27.851205,609.955630,22.382686,0.262262,32.015910,5.200000,0.052076,0.147048,21.643879,13.453731,9.000000,0.558984,0.129236,0.110996,0.066194,14.354400,1.964566,541.713724,70.051221,5.100000,0.043317,0.057500,0.013603,-0.194852,-0.208535,0.010000,NORMAL
normal_00101,1788288545,5.122728,0.576016,0.045165,1.255776,0.028181,0.011928,100.000000,10.000000,0.000000,0.301472,0.301472,0.090885,8.508845,9.190169,28.224315,643.521430,23.365936,0.280280,90.885463,5.300000,0.081614,0.287841,21.536685,13.555328,2.000000,0.658718,0.147004,0.118782,0.086609,17.902940,2.874556,686.441835,95.728121,5.000000,0.078216,0.055000,0.013366,-0.159929,-0.192666,0.010000,NORMAL
normal_00102,429299595,5.331402,0.589045,0.047885,0.700200,0.031289,0.016029,100.000000,10.000000,-0.000000,0.177191,0.177191,0.031397,4.911902,5.372192,27.721001,598.404051,22.087069,0.240240,31.396529,5.400000,0.043551,0.061421,21.539722,13.565545,14.000000,0.505054,0.089949,0.073645,0.051644,12.517469,1.864244,469.117572,67.743817,5.300000,0.040319,0.045000,0.010883,-0.196787,0.272627,-0.070000,NORMAL
normal_00103,1728507682,4.774430,0.701624,0.064639,0.951116,0.060008,0.017985,100.000000,10.000000,0.000000,0.212773,0.212773,0.045272,5.904327,6.470353,27.749435,600.399862,22.124783,0.279279,45.272290,4.800000,0.055916,0.226991,21.833930,13.507802,23.000000,0.598983,0.118601,0.097903,0.066942,14.882326,2.314336,538.970517,77.023132,4.800000,0.069475,0.057500,0.012975,-0.177372,-0.211203,0.010000,NORMAL
normal_00104,15810353,4.960215,0.750133,0.068265,0.627425,0.051207,0.018398,100.000000,10.000000,0.000000,0.151058,0.151058,0.022818,4.064768,4.471509,26.908705,530.061322,20.097985,0.210210,22.818443,5.000000,0.048601,0.099292,21.711722,13.596684,20.000000,0.462908,0.123400,0.106763,0.061880,11.002239,2.009128,416.263518,70.091947,4.900000,0.056719,0.042500,0.013669,-0.223406,-0.244178,0.010000,NORMAL
normal_00105,1711206423,5.192802,0.655107,0.052518,1.039240,0.051870,0.016809,100.000000,10.000000,0.000000,0.264435,0.264435,0.069926,7.230510,7.924198,27.343270,566.846617,21.229217,0.202202,69.925711,5.200000,0.064837,0.140844,21.293279,13.586388,15.000000,0.758479,0.129494,0.100581,0.081561,19.579999,3.030757,729.297245,101.727789,5.100000,0.061142,0.050000,0.013122,-0.276081,0.308305,-0.080000,NORMAL
normal_00106,1689907231,4.777650,0.925872,0.063976,0.630580,0.063995,0.012247,100.000000,10.000000,0.000000,0.160617,0.160617,0.025798,4.062797,4.568011,25.294868,414.160437,16.709931,0.250250,25.797958,5.000000,0.067575,0.084620,21.004544,13.703944,16.000000,0.509196,0.115765,0.093613,0.068104,14.807136,2.613017,545.955563,83.504293,5.000000,0.060996,0.042500,0.010972,-0.405131,-0.405131,0.000000,NORMAL
normal_00107,1675819612,4.999835,0.611051,0.065315,1.699690,0.030884,0.021159,100.000000,10.000000,-0.000000,0.391136,0.391136,0.152988,11.167544,12.129328,28.551535,673.860500,24.170320,0.330330,152.987669,5.100000,0.058764,0.215858,21.607531,13.498120,20.000000,0.841489,0.134884,0.091467,0.099133,24.172173,3.369283,910.082522,114.044110,5.100000,0.059373,0.082500,0.014931,-0.189437,0.250761,-0.070000,NORMAL
normal_00108,1427756341,4.687032,0.860466,0.071981,1.398924,0.058348,0.013189,100.000000,10.000000,0.000000,0.309454,0.309454,0.095762,8.563718,9.512125,27.673621,593.823140,21.886200,0.191191,95.761902,4.800000,0.053602,0.074457,21.154092,13.569264,21.000000,1.208236,0.160312,0.107132,0.119260,28.098256,3.753910,986.621723,117.281479,4.700000,0.066902,0.102500,0.014849,-0.221215,0.309681,-0.080000,NORMAL
